postcode,postcode_status,LSOA_code,LSOA_name,index_of_multiple_deprivation_rank int,index_of_multiple_deprivation_decile
GL50 4BZ,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DA,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DB,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DD,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4DE,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4DF,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4DG,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DH,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DJ,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4DL,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4DN,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DP,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DQ,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DR,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4DS,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4DT,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4DU,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4DW,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL50 4DX,Terminated,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4DY,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4DZ,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EA,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EB,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4ED,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EE,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4EF,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EG,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EH,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EJ,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EL,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4EN,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EP,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EQ,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4ER,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4ES,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4ET,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4EU,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4EW,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4EX,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4EY,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4EZ,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4FA,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4FB,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4FE,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4FF,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4FT,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4GA,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4GB,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GD,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GE,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GF,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GG,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4GH,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GJ,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GL,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GN,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GP,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GQ,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4GR,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4GY,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HA,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HB,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HD,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HE,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HF,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4HG,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4HH,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HJ,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HL,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HN,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HP,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HQ,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HR,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HS,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HT,Terminated,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HU,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HW,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HX,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HY,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4HZ,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4JA,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4JB,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4JD,Terminated,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4JE,Terminated,E01022102,Cheltenham 008C E01022102,12035,4
GL50 4JF,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JG,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JH,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JJ,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4JL,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4JN,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4JP,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JQ,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4JR,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JS,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JT,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JU,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JW,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JX,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JY,Terminated,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4JZ,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4LA,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4LB,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4LD,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4LE,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4LF,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LG,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4LH,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4LJ,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 4LL,Live,E01022151,Cheltenham 004B E01022151,12154,4
GL50 4LN,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LP,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LQ,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LR,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LS,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LT,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LU,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LW,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LX,Live,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LY,Terminated,E01022154,Cheltenham 004E E01022154,16007,5
GL50 4LZ,Live,E01022141,Cheltenham 008E E01022141,19247,6
GL50 4NA,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4ND,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4NE,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NF,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NG,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NH,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NJ,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NL,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NN,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NP,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NQ,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NR,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4NS,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4NT,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4NU,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NW,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4NX,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4NY,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4NZ,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4PA,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4PB,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4PD,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4PE,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4PF,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4PG,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4PH,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PJ,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PL,Terminated,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PN,Terminated,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4PP,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PQ,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4PR,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PS,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PT,Terminated,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PU,Terminated,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PX,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4PY,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4PZ,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4QA,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4QB,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4QD,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4QE,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4QF,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4QG,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4RA,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4RB,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RD,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RE,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RF,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RG,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RH,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RJ,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RL,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RN,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4RP,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RQ,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RR,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RS,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RT,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RU,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4RX,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4RY,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4RZ,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4SA,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4SB,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SD,Live,E01022164,Cheltenham 001B E01022164,5223,2
GL50 4SE,Live,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4SF,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SG,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SH,Live,E01022143,Cheltenham 002A E01022143,29437,9
GL50 4SJ,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4SL,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4SN,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SP,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SQ,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SR,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SS,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4ST,Live,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4SU,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SW,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SX,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SY,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4SZ,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4TA,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4TB,Terminated,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4TD,Terminated,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4TE,Live,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4TF,Terminated,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4TG,Terminated,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4TH,Terminated,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4TQ,Terminated,E01022166,Cheltenham 001D E01022166,25236,8
GL50 4UA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4UG,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4WA,Terminated,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4WS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4WX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4WY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4WZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4XR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4XZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YD,Terminated,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4YE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YF,Terminated,E01022139,Cheltenham 004A E01022139,28338,9
GL50 4YG,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YH,Terminated,E01022163,Cheltenham 001A E01022163,23139,8
GL50 4YJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YQ,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4YY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4ZA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4ZB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4ZL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4ZR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4ZT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 4ZU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AN,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9AZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BE,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9BZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DB,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DH,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DJ,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9DZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9ED,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9ER,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9ES,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9ET,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9EZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FU,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FW,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FX,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9FZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GX,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9GZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HF,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HQ,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9HZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9JA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 9JB,Live,E01022152,Cheltenham 004C E01022152,2413,1
