postcode,postcode_status,LSOA_code,LSOA_name,index_of_multiple_deprivation_rank int,index_of_multiple_deprivation_decile
GL52 5UF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5WA,Terminated,E01022146,Cheltenham 002D E01022146,32595,10
GL52 5WZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YB,Terminated,E01022132,Cheltenham 006B E01022132,7651,3
GL52 5YD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YJ,Terminated,E01022132,Cheltenham 006B E01022132,7651,3
GL52 5YL,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5YQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5ZB,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL52 5ZE,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6AA,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AB,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AD,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AE,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AF,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AG,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6AH,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AJ,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6AL,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AN,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AP,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AQ,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6AR,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6AS,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6AT,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6AU,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6AW,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6AX,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6AY,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6AZ,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6BA,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6BB,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6BD,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6BE,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BG,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BH,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BJ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6BL,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BN,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BP,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6BQ,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BS,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BT,Terminated,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BU,Terminated,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BW,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BX,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6BY,Terminated,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6BZ,Terminated,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6DA,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DB,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DD,Terminated,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DE,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DF,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DG,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DH,Terminated,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DJ,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DL,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DN,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6DP,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DQ,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DR,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6DS,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6DT,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6DU,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6DW,Terminated,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DX,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6DY,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6DZ,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EA,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EB,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6ED,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EE,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EF,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EG,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EH,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EJ,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EL,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EN,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EP,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EQ,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6ER,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6ES,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ET,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6EU,Terminated,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6EW,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6EX,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6EY,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6EZ,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6FR,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6GA,Live,E01022102,Cheltenham 008C E01022102,12035,4
GL52 6HA,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HB,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HD,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6HE,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HF,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HG,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HH,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HJ,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6HL,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HN,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HP,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HQ,Terminated,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6HR,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6HS,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6HT,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6HU,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6HW,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6HX,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6HY,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6HZ,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6JA,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6JB,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JD,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JE,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JF,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JG,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JH,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JJ,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JL,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JN,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JP,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JQ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6JR,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JS,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JT,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JU,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JW,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6JY,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LA,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LB,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LD,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LE,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LF,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LG,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LH,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LJ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LL,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LN,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LP,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LQ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LR,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LS,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LT,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LU,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LW,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LX,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LY,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6LZ,Terminated,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NA,Terminated,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NB,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6ND,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NE,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NF,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NG,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NH,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NJ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NL,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NN,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NP,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NQ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NR,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NS,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NT,Terminated,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NU,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6NW,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6NX,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6NY,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6NZ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PA,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PB,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PD,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PE,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PF,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PG,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PH,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PJ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PL,Terminated,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6PN,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6PP,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PQ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PR,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PS,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PT,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PU,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PW,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6PX,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PY,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6PZ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QA,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QB,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QD,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QE,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QF,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QG,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QH,Terminated,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QJ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QL,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6QN,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6QP,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6QQ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QS,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6QT,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6QU,Terminated,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QX,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QY,Terminated,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6QZ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RA,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RB,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RD,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RE,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RF,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RG,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RH,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RJ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RL,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RN,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RP,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RQ,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RR,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RS,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RT,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RU,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6RW,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RX,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6RY,Terminated,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6SA,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SB,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SD,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SE,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6SF,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SG,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6SH,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SJ,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SL,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6SN,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SP,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SQ,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SR,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6SS,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6ST,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6SU,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6SW,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6SX,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6SY,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6SZ,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6TA,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6TB,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6TD,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6TE,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6TF,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6TG,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6TH,Live,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6TJ,Terminated,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6TL,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6TN,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6TQ,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6TR,Live,E01022103,Cheltenham 012A E01022103,30950,10
GL52 6TS,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6TT,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6TU,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6TX,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6TY,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6TZ,Live,E01022100,Cheltenham 008A E01022100,27142,9
GL52 6UA,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6UB,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6UD,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6UE,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6UF,Live,E01022101,Cheltenham 008B E01022101,24972,8
GL52 6UG,Live,E01022109,Cheltenham 012D E01022109,32369,10
GL52 6UJ,Live,E01022134,Cheltenham 006D E01022134,8509,3
GL52 6UL,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6UN,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6UP,Terminated,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6UQ,Live,E01022134,Cheltenham 006D E01022134,8509,3
GL52 6UR,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6US,Terminated,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6UT,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6UU,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6UW,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6UX,Live,E01022109,Cheltenham 012D E01022109,32369,10
GL52 6UY,Live,E01022109,Cheltenham 012D E01022109,32369,10
GL52 6UZ,Live,E01022109,Cheltenham 012D E01022109,32369,10
GL52 6WA,Terminated,E01022109,Cheltenham 012D E01022109,32369,10
GL52 6WB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WG,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6WH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WL,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6WN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WW,Terminated,E01022109,Cheltenham 012D E01022109,32369,10
GL52 6WX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6WZ,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6XA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6XB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6XD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6XE,Terminated,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6XF,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6XG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6XH,Terminated,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6XJ,Live,E01022115,Cheltenham 014C E01022115,29470,9
GL52 6XL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6XN,Terminated,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6XP,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6XQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6XR,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6XS,Terminated,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6XT,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6XU,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6XW,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6XX,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6XY,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6XZ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6YA,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6YB,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6YD,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YE,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6YF,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6YG,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6YH,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6YJ,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YL,Live,E01022111,Cheltenham 012F E01022111,31095,10
GL52 6YN,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6YP,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YQ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6YR,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YS,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YT,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YU,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YW,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YX,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YY,Live,E01022112,Cheltenham 012G E01022112,32569,10
GL52 6YZ,Live,E01022105,Cheltenham 012C E01022105,32768,10
GL52 6ZA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZD,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6ZE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZF,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6ZG,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6ZH,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6ZJ,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6ZL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZP,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6ZQ,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 6ZR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZU,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 6ZY,Terminated,E01022104,Cheltenham 012B E01022104,26772,9
GL52 7GW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7UW,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7UX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7WA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7WN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7YB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7YE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7YN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7ZJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 7ZX,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GB,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GN,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8GW,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8WB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL52 8WF,Live,E01022152,Cheltenham 004C E01022152,2413,1
